,nome,team,img,titolare,entrato,squalificato,infortunato,inutilizzato,presenze,minuti_giocati,sostituito,cartellini_gialli,cartellini_rossi,%_bonus_match,%_malus_match,%_match_voto,%_sostituzione
0,Callejon,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/CALLEJON.png,16,10,0,0,6,26,1233,13,0,0,11.54,0.0,65.62,81.25
0,Candreva,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/CANDREVA.png,30,0,2,0,0,30,2633,8,5,1,33.33,23.33,93.75,26.67
0,Capezzi,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/CAPEZZI.png,2,3,0,17,10,5,175,2,0,0,0.0,0.0,12.5,100.0
0,Castillejo,Milan,https://content.fantacalcio.it/web/campioncini/card2021/CASTILLEJO.png,1,4,0,6,21,5,125,1,0,0,0.0,20.0,9.38,100.0
0,Castrovilli,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/CASTROVILLI.png,15,7,0,7,3,22,1321,10,4,0,9.09,18.18,68.75,66.67
0,Cataldi,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/CATALDI.png,15,11,1,2,3,26,1355,14,6,0,11.54,23.08,75.0,93.33
0,Chiesa,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/CHIESA.png,11,3,0,18,0,14,867,8,0,0,28.57,0.0,43.75,72.73
0,Ciervo,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/CIERVO.png,3,9,0,0,22,10,435,2,2,0,10.0,0.0,21.88,66.67
0,Coulibaly-L,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/COULIBALY-L.png,21,2,0,4,5,23,1769,6,3,0,0.0,13.04,71.88,28.57
0,Coulibaly-M,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/COULIBALY-M.png,9,1,0,20,2,10,753,4,1,0,20.0,10.0,31.25,44.44
0,Cristante,Roma,https://content.fantacalcio.it/web/campioncini/card2021/CRISTANTE.png,25,4,1,2,0,29,2326,1,8,0,6.9,31.03,90.62,4.0
0,Crnigoj,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/CRNIGOJ.png,17,10,0,2,3,27,1474,13,3,0,7.41,11.11,78.12,76.47
0,Cuisance,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,9,0,0,2,21,9,656,7,2,0,0.0,22.22,28.12,77.78
0,Damsgaard,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/DAMSGAARD.png,6,1,0,25,0,7,515,4,1,0,0.0,14.29,21.88,66.67
0,Darboe,Roma,https://content.fantacalcio.it/web/campioncini/card2021/DARBOE.png,1,0,0,1,30,1,64,1,0,0,0.0,0.0,3.12,100.0
0,De-Roon,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/DE-ROON.png,21,2,6,1,2,23,1917,1,5,1,8.7,26.09,71.88,4.76
0,Deiola,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/DEIOLA.png,23,5,1,1,2,28,1810,18,5,0,14.29,17.86,81.25,78.26
0,Demme,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/DEMME.png,6,9,0,5,12,15,564,5,4,0,0.0,26.67,34.38,83.33
0,Di-Tacchio,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/DI-TACCHIO.png,14,4,1,0,13,18,1256,4,3,0,0.0,22.22,50.0,28.57
0,Diawara,Roma,https://content.fantacalcio.it/web/campioncini/card2021/DIAWARA.png,2,2,0,0,28,4,168,1,0,0,0.0,0.0,9.38,50.0
0,Diaz-B,Milan,https://content.fantacalcio.it/web/campioncini/card2021/DIAZ-B.png,23,4,0,2,3,27,1726,21,4,0,22.22,14.81,81.25,91.3
0,Djuricic,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/DJURICIC.png,8,1,0,23,0,9,633,7,1,0,22.22,11.11,28.12,87.5
0,Dominguez,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/DOMINGUEZ.png,20,2,1,9,0,22,1736,12,7,0,13.64,31.82,68.75,60.0
0,Duncan,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/DUNCAN.png,15,11,0,0,6,26,1462,12,1,0,7.69,3.85,75.0,80.0
0,Ederson-Ds,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,6,2,0,0,24,8,552,4,2,0,0.0,25.0,25.0,66.67
0,Ekdal,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/EKDAL.png,18,5,2,3,4,23,1497,11,9,1,4.35,43.48,68.75,61.11
0,Elmas,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/ELMAS.png,11,21,0,0,0,32,1458,6,2,0,21.88,6.25,93.75,54.55
0,Felipe-Anderson,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/FELIPE-ANDERSON.png,27,5,0,0,0,32,2365,15,2,0,31.25,6.25,100.0,55.56
0,Fiordilino,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/FIAMOZZI.png,5,5,0,11,11,10,461,4,2,0,0.0,20.0,25.0,80.0
0,Frattesi,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/FRATTESI.png,29,1,1,0,1,30,2415,23,5,0,16.67,20.0,93.75,79.31
0,Frendrup,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,3,1,0,0,28,4,286,0,0,0,0.0,0.0,12.5,0.0
0,Freuler,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/FREULER.png,22,1,3,1,5,23,1924,6,5,0,8.7,21.74,71.88,27.27
0,Gagliardini,Inter,https://content.fantacalcio.it/web/campioncini/card2021/GAGLIARDINI.png,5,9,0,2,16,14,504,4,2,0,21.43,14.29,37.5,80.0
0,Galdames,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/GALDAMES.png,5,8,0,0,19,13,612,3,0,0,0.0,0.0,37.5,60.0
0,Grassi,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/GRASSI.png,20,4,1,1,6,24,1683,10,3,1,4.17,16.67,68.75,50.0
0,Gudmundsson-A,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,4,2,0,0,26,6,337,3,1,0,0.0,16.67,15.62,75.0
0,Haas,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/HAAS.png,11,5,0,15,1,16,1006,8,3,0,12.5,18.75,50.0,72.73
0,Harroui,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/HARROUI.png,3,19,0,1,9,22,435,2,2,0,0.0,9.09,31.25,66.67
0,Henderson-L,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/HENDERSON.png,21,11,0,0,0,32,1779,12,2,0,12.5,6.25,87.5,57.14
0,Hernani,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/HERNANI.png,6,8,0,7,11,14,576,5,0,0,0.0,0.0,37.5,83.33
0,Hongla,Verona,https://content.fantacalcio.it/web/campioncini/card2021/HONGLA.png,5,8,0,3,16,13,440,3,1,0,0.0,7.69,25.0,60.0
0,Ikone,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/IKONE.png,3,7,0,0,22,10,312,3,1,0,20.0,10.0,25.0,100.0
0,Ilic,Verona,https://content.fantacalcio.it/web/campioncini/card2021/ILIC.png,25,2,2,3,0,27,2111,11,4,1,14.81,22.22,84.38,44.0
0,Jajalo,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/JAJALO.png,5,13,0,0,14,18,521,3,1,0,5.56,5.56,31.25,60.0
0,Kastanos,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/KASTANOS.png,15,4,1,3,9,19,1141,10,3,1,10.53,21.05,56.25,66.67
0,Kessie,Milan,https://content.fantacalcio.it/web/campioncini/card2021/KESSIE.png,19,6,0,3,4,25,1783,6,1,0,16.0,8.0,75.0,31.58
0,Kingsley,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/KINGSLEY.png,1,0,0,28,3,1,76,2,0,0,0.0,0.0,6.25,200.0
0,Kiyine,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/KIYINE.png,12,10,1,4,5,22,1059,8,4,0,0.0,18.18,68.75,66.67
0,Koopmeiners,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/KOOPMEINERS.png,19,6,0,1,6,25,1755,5,2,0,16.0,8.0,71.88,26.32
0,Kovalenko,Spezia,https://content.fantacalcio.it/web/campioncini/card2021/KOVALENKO.png,14,6,0,6,6,20,1122,9,3,0,15.0,15.0,56.25,64.29
0,Krunic,Milan,https://content.fantacalcio.it/web/campioncini/card2021/KRUNIC.png,12,10,0,5,5,22,1122,7,2,0,4.55,9.09,53.12,58.33
0,Lazovic,Verona,https://content.fantacalcio.it/web/campioncini/card2021/LAZOVIC.png,27,1,0,3,1,28,2359,12,2,0,17.86,7.14,90.62,44.44
0,Leo-Sena,Spezia,https://content.fantacalcio.it/web/campioncini/card2021/LEO-SENA.png,0,0,0,32,0,0,45,0,0,0,0.0,0.0,0.0,0.0
0,Linetty,Torino,https://content.fantacalcio.it/web/campioncini/card2021/LINETTY.png,11,4,0,1,16,15,875,9,2,0,0.0,13.33,46.88,81.82
0,Lobotka,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/LOBOTKA.png,17,2,0,8,5,19,1510,5,1,0,0.0,5.26,56.25,29.41
0,Locatelli,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/LOCATELLI.png,21,8,1,2,0,29,2009,7,6,0,17.24,20.69,84.38,33.33
0,Lopez-M,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/LOPEZ-M.png,28,1,2,0,1,29,2507,3,11,0,6.9,37.93,87.5,10.71
0,Lucas-Leiva,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/LUCAS-LEIVA.png,17,12,1,0,2,29,1512,12,7,0,0.0,24.14,81.25,70.59
0,Luis-Alberto,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/LUIS-ALBERTO.png,23,6,1,1,1,29,2048,12,5,0,27.59,17.24,90.62,52.17
0,Lukic,Torino,https://content.fantacalcio.it/web/campioncini/card2021/LUKIC.png,28,1,1,0,2,29,2466,4,7,0,17.24,24.14,90.62,14.29
0,Maggiore,Spezia,https://content.fantacalcio.it/web/campioncini/card2021/MAGGIORE.png,28,2,1,1,0,30,2429,12,8,0,6.67,26.67,93.75,42.86
0,Magnanelli,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/MAGNANELLI.png,2,7,0,0,23,9,196,2,1,0,0.0,11.11,9.38,100.0
0,Makengo,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/MAKENGO.png,20,6,1,0,5,26,1824,11,4,1,7.69,19.23,81.25,55.0
0,Maldini,Milan,https://content.fantacalcio.it/web/campioncini/card2021/MALDINI.png,2,6,0,0,24,8,144,2,1,0,12.5,12.5,9.38,100.0
0,Maleh,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/MALEH.png,8,14,0,0,10,22,716,7,2,0,13.64,9.09,53.12,87.5
0,Malinovskyi,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/MALINOVSKYI.png,17,8,1,2,4,25,1445,14,7,0,32.0,28.0,78.12,82.35
0,Mandragora,Torino,https://content.fantacalcio.it/web/campioncini/card2021/MANDRAGORA.png,15,4,2,9,2,19,1246,4,5,1,10.53,31.58,53.12,26.67
0,Marin,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/MARIN.png,27,3,1,1,0,30,2448,2,4,1,13.33,16.67,93.75,7.41
0,Matheus-Henrique,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/MATHEUS-HENRIQUE.png,7,12,0,5,8,19,719,5,3,0,0.0,15.79,50.0,71.43
0,Mckennie,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/MCKENNIE.png,15,5,1,9,2,20,1357,6,1,0,15.0,5.0,56.25,40.0
0,Medel,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/MEDEL.png,27,1,1,2,1,28,2386,7,6,0,3.57,21.43,87.5,25.93
0,Melegoni,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/MELEGONI.png,9,10,0,0,13,19,755,7,0,0,5.26,0.0,50.0,77.78
0,Messias,Milan,https://content.fantacalcio.it/web/campioncini/card2021/MESSIAS.png,12,9,0,5,6,21,1211,10,2,0,14.29,9.52,65.62,83.33
0,Miguel-Veloso,Verona,https://content.fantacalcio.it/web/campioncini/card2021/MIGUEL-VELOSO.png,16,2,1,7,6,18,1209,8,4,1,16.67,27.78,56.25,50.0
0,Milinkovic-Savic,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/MILINKOVIC-SAVIC.png,30,1,1,0,0,31,2571,9,3,1,41.94,12.9,96.88,30.0
0,Miranchuk,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/MIRANCHUK.png,7,10,0,5,10,17,674,6,0,0,23.53,0.0,50.0,85.71
0,Mkhitaryan,Roma,https://content.fantacalcio.it/web/campioncini/card2021/MKHITARYAN.png,28,1,1,1,1,29,2365,10,2,1,31.03,10.34,90.62,35.71
0,Nandez,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/NANDEZ.png,15,2,0,14,1,17,1343,2,3,0,11.76,17.65,53.12,13.33
0,Nguiamba,Spezia,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,0,2,0,5,25,2,32,0,1,0,0.0,50.0,3.12,0.0
0,Obi,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/OBI.png,11,9,0,0,12,20,1084,8,4,0,5.0,20.0,59.38,72.73
0,Obiang,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/OBIANG.png,3,0,0,32,0,0,435,2,2,0,0.0,0.0,0.0,66.67
0,Oliveira,Roma,https://content.fantacalcio.it/web/campioncini/card2021/OLIVEIRA.png,9,1,0,1,21,10,640,7,4,0,20.0,40.0,28.12,77.78
0,Orsolini,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/ORSOLINI.png,17,6,0,1,8,23,1406,13,2,0,26.09,8.7,65.62,76.47
0,Palumbo,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/PALUMBO.png,1,0,0,0,32,0,97,1,0,0,0.0,0.0,0.0,100.0
0,Pasalic,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/PASALIC.png,20,10,0,1,1,30,1631,16,2,0,33.33,6.67,84.38,80.0
0,Pecile,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/PECILE.png,2,0,0,0,32,0,135,1,1,0,0.0,0.0,0.0,50.0
0,Pellegrini-Lo,Roma,https://content.fantacalcio.it/web/campioncini/card2021/PELLEGRINI-LO.png,22,0,2,7,1,22,1865,8,5,1,36.36,31.82,65.62,36.36
0,Pereiro,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/PEREIRO.png,9,15,0,0,8,24,912,6,0,0,16.67,0.0,50.0,66.67
0,Peretz,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/PERETZ.png,2,9,0,1,20,11,341,2,0,0,0.0,0.0,28.12,100.0
0,Pereyra,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/PEREYRA.png,17,2,2,10,1,19,1436,3,5,1,36.84,31.58,56.25,17.65
0,Perisic,Inter,https://content.fantacalcio.it/web/campioncini/card2021/PERISIC.png,29,0,0,0,4,28,2350,17,4,0,28.57,14.29,87.5,58.62
0,Perotti,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/PEROTTI.png,1,6,0,2,23,7,228,1,0,0,0.0,0.0,21.88,100.0
0,Pessina,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/PESSINA.png,16,6,0,4,6,22,1255,13,0,0,9.09,0.0,62.5,81.25
0,Pobega,Torino,https://content.fantacalcio.it/web/campioncini/card2021/POBEGA.png,21,6,2,0,3,27,1882,6,11,0,18.52,40.74,78.12,28.57
0,Portanova,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/no-campioncino.png,13,6,0,0,13,19,1059,11,4,0,5.26,21.05,56.25,84.62
0,Praet,Torino,https://content.fantacalcio.it/web/campioncini/card2021/PRAET.png,12,5,0,12,3,17,1070,9,2,0,17.65,11.76,53.12,75.0
0,Praszelik,Verona,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,0,2,0,1,29,2,23,0,0,0,0.0,0.0,3.12,0.0
0,Rabiot,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/RABIOT.png,23,4,0,3,2,27,1842,11,4,0,7.41,14.81,75.0,47.83
0,Ricci-S,Torino,https://content.fantacalcio.it/web/campioncini/card2021/RICCI-S.png,20,6,1,0,5,26,1794,6,2,1,7.69,11.54,75.0,30.0
0,Rincon,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/RINCON.png,9,10,0,0,13,19,915,6,4,0,0.0,21.05,50.0,66.67
0,Rog,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/ROG.png,0,2,0,30,0,2,57,0,0,0,0.0,0.0,6.25,0.0
0,Rojas,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,28,0,0,0,32,0,2305,15,6,0,0.0,0.0,0.0,53.57
0,Romero-L,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/ROMERO-L.png,0,4,0,0,28,4,47,0,0,0,0.0,0.0,3.12,0.0
0,Rovella,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/ROVELLA.png,16,4,1,9,2,20,1443,4,5,0,15.0,25.0,59.38,25.0
0,Ruiz,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/RUIZ.png,24,3,0,5,0,27,2011,13,2,0,33.33,7.41,81.25,54.17
0,Sabiri,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/SABIRI.png,4,4,0,0,24,8,440,1,3,0,25.0,37.5,21.88,25.0
0,Saelemaekers,Milan,https://content.fantacalcio.it/web/campioncini/card2021/SAELEMAEKERS.png,18,13,0,0,1,31,1603,12,2,0,12.9,6.45,93.75,66.67
0,Samardzic,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/SAMARDZIC.png,0,15,0,1,16,15,188,0,0,0,20.0,0.0,18.75,0.0
0,Saponara,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/SAPONARA.png,11,11,0,0,10,22,1073,10,1,0,18.18,4.55,62.5,90.91
0,Schiavone,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/SCHIAVONE.png,5,9,0,7,11,14,569,3,1,0,7.14,7.14,34.38,60.0
0,Schouten,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/SCHOUTEN.png,10,1,1,18,2,11,898,2,2,1,9.09,27.27,34.38,20.0
0,Sensi,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/SENSI.png,9,8,0,5,10,17,733,6,0,0,5.88,0.0,34.38,66.67
0,Sher,Spezia,https://content.fantacalcio.it/web/campioncini/card2021/SHER.png,0,1,0,7,24,1,45,0,0,0,0.0,0.0,3.12,0.0
0,Sigurdsson-A,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/SIGURDSSON-A.png,0,9,0,6,17,9,174,0,0,0,0.0,0.0,18.75,0.0
0,Soriano,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/SORIANO.png,26,3,2,0,1,29,2193,10,4,2,10.34,20.69,90.62,38.46
0,Sottil,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/SOTTIL.png,13,7,1,0,11,20,1141,11,1,1,20.0,10.0,62.5,84.62
0,Strootman,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/STROOTMAN.png,7,3,0,19,3,10,644,5,4,0,0.0,40.0,28.12,71.43
0,Stulac,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/STULAC.png,7,12,0,0,13,19,698,6,1,0,15.79,5.26,53.12,85.71
0,Sturaro,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/STURARO.png,22,1,2,3,4,23,1656,14,11,0,0.0,43.48,71.88,63.64
0,Svanberg,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/SVANBERG.png,27,3,1,0,1,30,2267,12,6,0,13.33,20.0,90.62,44.44
0,Tameze,Verona,https://content.fantacalcio.it/web/campioncini/card2021/TAMEZE.png,21,11,0,0,0,32,2085,9,3,0,15.62,9.38,93.75,42.86
0,Tessmann,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/TESSMANN.png,5,12,2,0,13,17,599,3,1,1,0.0,11.76,46.88,60.0
0,Thorsby,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/THORSBY.png,29,0,2,0,1,29,2480,7,10,0,10.34,34.48,90.62,24.14
0,Tonali,Milan,https://content.fantacalcio.it/web/campioncini/card2021/TONALI.png,25,5,1,0,1,30,2138,11,6,0,13.33,20.0,87.5,44.0
0,Torreira,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/TORREIRA.png,23,3,2,0,4,26,1919,12,5,1,15.38,23.08,78.12,52.17
0,Traore-Hj,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/TRAORE-HJ.png,18,8,0,1,5,26,1510,16,2,0,26.92,7.69,75.0,88.89
0,Vacca,Venezia,https://content.fantacalcio.it/web/campioncini/card2021/VACCA.png,12,6,1,9,4,18,949,12,4,0,0.0,22.22,56.25,100.0
0,Vecino,Inter,https://content.fantacalcio.it/web/campioncini/card2021/VECINO.png,2,14,0,0,16,16,362,1,1,0,6.25,6.25,31.25,50.0
0,Verdi,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/VERDI.png,6,5,0,14,7,11,491,6,1,0,18.18,9.09,31.25,100.0
0,Veretout,Roma,https://content.fantacalcio.it/web/campioncini/card2021/VERETOUT.png,22,8,1,1,0,30,1963,15,6,0,26.67,23.33,90.62,68.18
0,Verre,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/VERRE.png,7,8,0,11,6,15,507,7,1,0,0.0,6.67,37.5,100.0
0,Vidal,Inter,https://content.fantacalcio.it/web/campioncini/card2021/VIDAL.png,2,22,0,4,4,24,646,2,3,0,4.17,12.5,62.5,100.0
0,Vieira,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/VIEIRA.png,0,9,0,11,12,9,152,0,0,0,0.0,0.0,18.75,0.0
0,Vignato,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/VIGNATO.png,3,19,0,3,7,22,542,3,2,0,4.55,9.09,46.88,100.0
0,Viola,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/VIOLA.png,1,4,0,6,21,5,84,1,0,0,0.0,0.0,6.25,100.0
0,Volpato,Roma,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,0,2,0,0,30,2,29,0,0,0,50.0,0.0,3.12,0.0
0,Walace,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/WALACE.png,26,2,2,0,2,28,2306,5,6,1,0.0,25.0,84.38,19.23
0,Yepes,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/YEPES.png,0,3,0,0,29,3,11,0,0,0,0.0,0.0,0.0,0.0
0,Zaccagni,Lazio,https://content.fantacalcio.it/web/campioncini/card2021/ZACCAGNI.png,17,8,1,6,0,25,1568,8,5,0,32.0,20.0,75.0,47.06
0,Zakaria,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/ZAKARIA.png,4,1,0,3,24,5,356,2,0,0,20.0,0.0,15.62,50.0
0,Zalewski,Roma,https://content.fantacalcio.it/web/campioncini/card2021/ZALEWSKI.png,5,5,0,0,22,10,445,5,1,0,0.0,10.0,21.88,100.0
0,Zambo-Anguissa,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/ANGUISSA.png,16,3,1,5,7,19,1471,2,5,0,0.0,26.32,56.25,12.5
0,Zaniolo,Roma,https://content.fantacalcio.it/web/campioncini/card2021/ZANIOLO.png,21,3,3,1,4,24,1749,12,9,2,12.5,41.67,71.88,57.14
0,Zielinski,Napoli,https://content.fantacalcio.it/web/campioncini/card2021/ZIELINSKI.png,25,5,0,3,0,30,1936,18,1,0,30.0,3.33,90.62,72.0
0,Zurkowski,Empoli,https://content.fantacalcio.it/web/campioncini/card2021/ZURKOWSKI.png,24,6,0,0,2,30,1916,15,5,0,16.67,16.67,87.5,62.5
0,Abraham,Roma,https://content.fantacalcio.it/web/campioncini/card2021/ABRAHAM.png,31,0,1,0,0,31,2629,11,9,0,45.16,29.03,96.88,35.48
0,Afena-Gyan,Roma,https://content.fantacalcio.it/web/campioncini/card2021/AFENA-GYAN.png,5,10,1,2,14,15,601,5,3,1,6.67,26.67,40.62,100.0
0,Ake-M,Juventus,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,0,1,0,3,28,1,4,0,0,0,0.0,0.0,0.0,0.0
0,Antiste,Spezia,https://content.fantacalcio.it/web/campioncini/card2021/ANTISTE.png,8,4,0,0,20,12,642,6,0,0,8.33,0.0,31.25,75.0
0,Arnautovic,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/ARNAUTOVIC.png,27,1,0,3,1,28,2280,10,4,0,35.71,17.86,84.38,37.04
0,Barrow,Bologna,https://content.fantacalcio.it/web/campioncini/card2021/BARROW.png,21,6,0,0,5,27,1722,18,0,0,25.93,0.0,81.25,85.71
0,Belotti,Torino,https://content.fantacalcio.it/web/campioncini/card2021/BELOTTI.png,12,5,0,15,0,17,1079,9,1,0,35.29,5.88,53.12,75.0
0,Berardi,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/BERARDI.png,28,0,1,3,0,28,2425,14,8,0,71.43,28.57,87.5,50.0
0,Beto,Udinese,https://content.fantacalcio.it/web/campioncini/card2021/BETO.png,24,4,0,0,4,28,2175,7,1,0,28.57,3.57,87.5,29.17
0,Boga,Atalanta,https://content.fantacalcio.it/web/campioncini/card2021/BOGA.png,12,8,0,8,4,20,1112,10,0,0,10.0,0.0,59.38,83.33
0,Bonazzoli,Salernitana,https://content.fantacalcio.it/web/campioncini/card2021/BONAZZOLI.png,15,9,1,1,6,24,1489,9,5,0,29.17,20.83,75.0,60.0
0,Brekalo,Torino,https://content.fantacalcio.it/web/campioncini/card2021/BREKALO.png,21,4,0,1,6,25,1812,12,1,0,24.0,4.0,75.0,57.14
0,Buksa,Genoa,https://content.fantacalcio.it/web/campioncini/card2021/BUKSA.png,0,4,0,0,28,4,62,0,0,0,0.0,0.0,3.12,0.0
0,Cabral,Fiorentina,https://content.fantacalcio.it/web/campioncini/card2021/CABRAL.png,3,4,0,0,25,7,322,2,1,0,42.86,14.29,18.75,66.67
0,Caicedo,Inter,https://content.fantacalcio.it/web/campioncini/card2021/CAICEDO.png,1,10,0,12,9,11,282,0,1,0,18.18,9.09,25.0,0.0
0,Cancellieri,Verona,https://content.fantacalcio.it/web/campioncini/card2021/CANCELLIERI.png,1,10,0,4,17,11,201,1,1,0,9.09,9.09,12.5,100.0
0,Caprari,Verona,https://content.fantacalcio.it/web/campioncini/card2021/CAPRARI.png,27,2,0,1,2,29,2238,14,3,0,44.83,10.34,87.5,51.85
0,Caputo,Sampdoria,https://content.fantacalcio.it/web/campioncini/card2021/CAPUTO.png,28,4,0,0,0,32,2506,12,1,0,34.38,3.12,100.0,42.86
0,Carles-Perez,Roma,https://content.fantacalcio.it/web/campioncini/card2021/CARLES-PEREZ.png,1,12,0,1,18,13,354,2,2,0,15.38,15.38,31.25,200.0
0,Ceide,Sassuolo,https://content.fantacalcio.it/web/campioncini/card2021/NO-CAMPIONCINO.png,0,4,0,0,28,4,14,0,0,0,0.0,0.0,0.0,0.0
0,Ceter,Cagliari,https://content.fantacalcio.it/web/campioncini/card2021/CETER.png,0,1,0,20,11,1,5,0,0,0,0.0,0.0,0.0,0.0
