29,30ª,0,0,0,0,Cordaz
30,31ª,0,0,0,0,Cordaz
31,32ª,0,0,0,0,Cordaz
0,1ª,0,-2.0,5.5,3.5,Cragno
1,2ª,0,0.0,0.0,0.0,Cragno
2,3ª,0,-3.0,6.0,3.0,Cragno
3,4ª,0,-2.0,7.0,5.0,Cragno
4,5ª,0,-2.0,6.5,4.5,Cragno
5,6ª,0,-2.0,6.0,4.0,Cragno
6,7ª,0,-1.0,6.0,5.0,Cragno
7,8ª,0,-1.0,6.5,5.5,Cragno
8,9ª,0,-3.0,6.0,3.0,Cragno
9,10ª,0,-2.0,6.0,4.0,Cragno
10,11ª,0,-2.0,6.0,4.0,Cragno
11,12ª,0,-2.0,7.0,5.0,Cragno
12,13ª,0,-2.0,7.0,5.0,Cragno
13,14ª,0,-1.0,5.5,4.5,Cragno
14,15ª,0,0.0,0.0,0.0,Cragno
15,16ª,0,-1.0,5.0,4.0,Cragno
16,17ª,3,-4.5,7.5,6.0,Cragno
17,18ª,0,-4.0,5.5,1.5,Cragno
18,19ª,0,-2.0,6.0,4.0,Cragno
19,20ª,0,-1.0,6.0,5.0,Cragno
20,21ª,0,-1.0,6.5,5.5,Cragno
21,22ª,0,-1.0,6.0,5.0,Cragno
22,23ª,0,0.0,0.0,0.0,Cragno
23,24ª,0,-1.5,7.0,5.5,Cragno
24,25ª,0,-1.0,6.0,5.0,Cragno
25,26ª,0,-1.0,6.0,5.0,Cragno
26,27ª,0,-1.0,7.0,6.0,Cragno
27,28ª,0,-3.0,6.0,3.0,Cragno
28,29ª,3,-2.0,7.0,8.0,Cragno
29,30ª,0,-1.0,6.5,5.5,Cragno
30,31ª,0,-5.0,6.0,1.0,Cragno
31,32ª,0,-2.0,6.5,4.5,Cragno
0,1ª,0,-1,4.0,3.0,Dragowski
1,2ª,0,0,0.0,0.0,Dragowski
2,3ª,0,0,0.0,0.0,Dragowski
3,4ª,0,-1,6.0,5.0,Dragowski
4,5ª,0,-3,6.0,3.0,Dragowski
5,6ª,0,0,7.0,7.0,Dragowski
6,7ª,3,-2,7.0,8.0,Dragowski
7,8ª,0,0,0.0,0.0,Dragowski
8,9ª,0,0,0.0,0.0,Dragowski
9,10ª,0,0,0.0,0.0,Dragowski
10,11ª,0,0,0.0,0.0,Dragowski
11,12ª,0,0,0.0,0.0,Dragowski
12,13ª,0,0,0.0,0.0,Dragowski
13,14ª,0,0,0.0,0.0,Dragowski
14,15ª,0,0,0.0,0.0,Dragowski
15,16ª,0,0,0.0,0.0,Dragowski
16,17ª,0,0,0.0,0.0,Dragowski
17,18ª,0,0,0.0,0.0,Dragowski
18,19ª,0,0,0.0,0.0,Dragowski
19,20ª,0,0,0.0,0.0,Dragowski
20,21ª,0,0,0.0,0.0,Dragowski
21,22ª,0,0,0.0,0.0,Dragowski
22,23ª,0,0,0.0,0.0,Dragowski
23,24ª,0,0,0.0,0.0,Dragowski
24,25ª,0,0,0.0,0.0,Dragowski
25,26ª,0,0,6.5,6.5,Dragowski
26,27ª,0,-2,6.5,4.5,Dragowski
27,28ª,0,0,0.0,0.0,Dragowski
28,29ª,0,0,0.0,0.0,Dragowski
29,30ª,0,0,0.0,0.0,Dragowski
30,31ª,0,0,0.0,0.0,Dragowski
31,32ª,0,0,0.0,0.0,Dragowski
0,1ª,0,0.0,0.0,0.0,Falcone
1,2ª,0,0.0,0.0,0.0,Falcone
2,3ª,0,0.0,0.0,0.0,Falcone
3,4ª,0,0.0,0.0,0.0,Falcone
4,5ª,0,0.0,0.0,0.0,Falcone
5,6ª,0,0.0,0.0,0.0,Falcone
6,7ª,0,0.0,0.0,0.0,Falcone
7,8ª,0,0.0,0.0,0.0,Falcone
8,9ª,0,0.0,0.0,0.0,Falcone
9,10ª,0,0.0,0.0,0.0,Falcone
10,11ª,0,0.0,0.0,0.0,Falcone
11,12ª,0,0.0,0.0,0.0,Falcone
12,13ª,0,0.0,0.0,0.0,Falcone
13,14ª,0,0.0,0.0,0.0,Falcone
14,15ª,0,0.0,0.0,0.0,Falcone
15,16ª,0,0.0,0.0,0.0,Falcone
16,17ª,0,0.0,0.0,0.0,Falcone
17,18ª,0,0.0,0.0,0.0,Falcone
18,19ª,0,-1.5,7.0,5.5,Falcone
19,20ª,0,0.0,0.0,0.0,Falcone
20,21ª,0,0.0,6.0,6.0,Falcone
21,22ª,0,-2.0,7.0,5.0,Falcone
22,23ª,0,-1.0,6.0,5.0,Falcone
23,24ª,0,-0.5,7.5,7.0,Falcone
24,25ª,0,-1.0,7.5,6.5,Falcone
25,26ª,0,0.0,6.5,6.5,Falcone
26,27ª,0,-4.0,5.5,1.5,Falcone
27,28ª,0,-2.0,6.0,4.0,Falcone
28,29ª,0,-3.0,5.5,2.5,Falcone
29,30ª,0,0.0,0.0,0.0,Falcone
30,31ª,0,0.0,0.0,0.0,Falcone
31,32ª,0,0.0,0.0,0.0,Falcone
0,1ª,0,0,0,0,Fiorillo
1,2ª,0,0,0,0,Fiorillo
2,3ª,0,0,0,0,Fiorillo
3,4ª,0,0,0,0,Fiorillo
4,5ª,0,0,0,0,Fiorillo
5,6ª,0,0,0,0,Fiorillo
6,7ª,0,0,0,0,Fiorillo
7,8ª,0,0,0,0,Fiorillo
8,9ª,0,0,0,0,Fiorillo
9,10ª,0,0,0,0,Fiorillo
10,11ª,0,0,0,0,Fiorillo
11,12ª,0,0,0,0,Fiorillo
12,13ª,0,0,0,0,Fiorillo
13,14ª,0,0,0,0,Fiorillo
14,15ª,0,0,0,0,Fiorillo
15,16ª,0,0,0,0,Fiorillo
16,17ª,0,0,0,0,Fiorillo
17,18ª,0,-5,6,1,Fiorillo
18,19ª,0,0,0,0,Fiorillo
19,20ª,0,0,0,0,Fiorillo
20,21ª,0,0,0,0,Fiorillo
21,22ª,0,0,0,0,Fiorillo
22,23ª,0,0,0,0,Fiorillo
23,24ª,0,0,0,0,Fiorillo
24,25ª,0,0,0,0,Fiorillo
25,26ª,0,0,0,0,Fiorillo
26,27ª,0,0,0,0,Fiorillo
27,28ª,0,0,0,0,Fiorillo
28,29ª,0,0,0,0,Fiorillo
29,30ª,0,0,0,0,Fiorillo
30,31ª,0,0,0,0,Fiorillo
31,32ª,0,0,0,0,Fiorillo
0,1ª,0,0,0,0,Furlan
1,2ª,0,0,0,0,Furlan
2,3ª,0,0,0,0,Furlan
3,4ª,0,0,0,0,Furlan
4,5ª,0,0,0,0,Furlan
5,6ª,0,0,0,0,Furlan
6,7ª,0,0,0,0,Furlan
7,8ª,0,0,0,0,Furlan
8,9ª,0,0,0,0,Furlan
9,10ª,0,0,0,0,Furlan
10,11ª,0,0,0,0,Furlan
11,12ª,0,0,0,0,Furlan
12,13ª,0,0,0,0,Furlan
13,14ª,0,0,0,0,Furlan
14,15ª,0,0,0,0,Furlan
15,16ª,0,0,0,0,Furlan
16,17ª,0,0,0,0,Furlan
17,18ª,0,0,0,0,Furlan
18,19ª,0,0,0,0,Furlan
19,20ª,0,0,0,0,Furlan
20,21ª,0,0,0,0,Furlan
21,22ª,0,0,0,0,Furlan
22,23ª,0,0,0,0,Furlan
23,24ª,0,0,0,0,Furlan
24,25ª,0,0,0,0,Furlan
25,26ª,0,0,0,0,Furlan
26,27ª,0,0,0,0,Furlan
27,28ª,0,0,0,0,Furlan
28,29ª,0,0,0,0,Furlan
29,30ª,0,0,0,0,Furlan
30,31ª,0,0,0,0,Furlan
31,32ª,0,0,0,0,Furlan
0,1ª,0,0,0,0,Fuzato
1,2ª,0,0,0,0,Fuzato
2,3ª,0,0,0,0,Fuzato
3,4ª,0,0,0,0,Fuzato
4,5ª,0,0,0,0,Fuzato
5,6ª,0,0,0,0,Fuzato
6,7ª,0,0,0,0,Fuzato
7,8ª,0,0,0,0,Fuzato
8,9ª,0,0,0,0,Fuzato
9,10ª,0,0,0,0,Fuzato
10,11ª,0,0,0,0,Fuzato
11,12ª,0,0,0,0,Fuzato
12,13ª,0,0,0,0,Fuzato
13,14ª,0,0,0,0,Fuzato
14,15ª,0,0,0,0,Fuzato
15,16ª,0,0,0,0,Fuzato
16,17ª,0,0,0,0,Fuzato
17,18ª,0,0,0,0,Fuzato
18,19ª,0,0,0,0,Fuzato
19,20ª,0,0,0,0,Fuzato
20,21ª,0,0,0,0,Fuzato
21,22ª,0,0,0,0,Fuzato
22,23ª,0,0,0,0,Fuzato
23,24ª,0,0,0,0,Fuzato
24,25ª,0,0,0,0,Fuzato
25,26ª,0,0,0,0,Fuzato
26,27ª,0,0,0,0,Fuzato
27,28ª,0,0,0,0,Fuzato
28,29ª,0,0,0,0,Fuzato
29,30ª,0,0,0,0,Fuzato
30,31ª,0,0,0,0,Fuzato
31,32ª,0,0,0,0,Fuzato
0,1ª,0,0,0,0,Gasparini
1,2ª,0,0,0,0,Gasparini
2,3ª,0,0,0,0,Gasparini
3,4ª,0,0,0,0,Gasparini
4,5ª,0,0,0,0,Gasparini
5,6ª,0,0,0,0,Gasparini
6,7ª,0,0,0,0,Gasparini
7,8ª,0,0,0,0,Gasparini
8,9ª,0,0,0,0,Gasparini
9,10ª,0,0,0,0,Gasparini
10,11ª,0,0,0,0,Gasparini
11,12ª,0,0,0,0,Gasparini
12,13ª,0,0,0,0,Gasparini
13,14ª,0,0,0,0,Gasparini
14,15ª,0,0,0,0,Gasparini
15,16ª,0,0,0,0,Gasparini
16,17ª,0,0,0,0,Gasparini
17,18ª,0,0,0,0,Gasparini
18,19ª,0,0,0,0,Gasparini
19,20ª,0,0,0,0,Gasparini
20,21ª,0,0,0,0,Gasparini
21,22ª,0,0,0,0,Gasparini
22,23ª,0,0,0,0,Gasparini
23,24ª,0,0,0,0,Gasparini
24,25ª,0,0,0,0,Gasparini
25,26ª,0,0,0,0,Gasparini
26,27ª,0,0,0,0,Gasparini
27,28ª,0,0,0,0,Gasparini
28,29ª,0,0,0,0,Gasparini
29,30ª,0,0,0,0,Gasparini
30,31ª,0,0,0,0,Gasparini
31,32ª,0,0,0,0,Gasparini
0,1ª,0,0,0.0,0.0,Gemello
1,2ª,0,0,0.0,0.0,Gemello
2,3ª,0,0,0.0,0.0,Gemello
3,4ª,0,0,0.0,0.0,Gemello
4,5ª,0,0,0.0,0.0,Gemello
5,6ª,0,0,0.0,0.0,Gemello
6,7ª,0,0,0.0,0.0,Gemello
7,8ª,0,0,0.0,0.0,Gemello
8,9ª,0,0,0.0,0.0,Gemello
9,10ª,0,0,0.0,0.0,Gemello
10,11ª,0,0,0.0,0.0,Gemello
11,12ª,0,0,0.0,0.0,Gemello
12,13ª,0,0,0.0,0.0,Gemello
13,14ª,0,0,0.0,0.0,Gemello
14,15ª,0,0,0.0,0.0,Gemello
15,16ª,0,0,0.0,0.0,Gemello
16,17ª,0,0,0.0,0.0,Gemello
17,18ª,0,0,0.0,0.0,Gemello
18,19ª,0,0,0.0,0.0,Gemello
19,20ª,0,0,0.0,0.0,Gemello
20,21ª,0,0,6.5,6.5,Gemello
21,22ª,0,0,0.0,0.0,Gemello
22,23ª,0,0,0.0,0.0,Gemello
23,24ª,0,0,0.0,0.0,Gemello
24,25ª,0,0,0.0,0.0,Gemello
25,26ª,0,0,0.0,0.0,Gemello
26,27ª,0,0,0.0,0.0,Gemello
27,28ª,0,0,0.0,0.0,Gemello
28,29ª,0,0,0.0,0.0,Gemello
29,30ª,0,0,0.0,0.0,Gemello
30,31ª,0,0,0.0,0.0,Gemello
31,32ª,0,0,0.0,0.0,Gemello
0,1ª,0,0.0,6.0,6.0,Handanovic
1,2ª,0,-1.0,5.0,4.0,Handanovic
2,3ª,0,-2.0,6.0,4.0,Handanovic
3,4ª,0,-1.0,6.5,5.5,Handanovic
4,5ª,0,-1.0,7.0,6.0,Handanovic
5,6ª,0,-2.0,5.0,3.0,Handanovic
6,7ª,0,-1.0,7.0,6.0,Handanovic
7,8ª,0,-3.0,6.5,3.5,Handanovic
8,9ª,0,-1.0,6.0,5.0,Handanovic
9,10ª,0,0.0,6.5,6.5,Handanovic
10,11ª,0,0.0,6.5,6.5,Handanovic
11,12ª,0,-1.0,6.0,5.0,Handanovic
12,13ª,0,-2.5,6.0,3.5,Handanovic
13,14ª,0,0.0,6.5,6.5,Handanovic
14,15ª,0,0.0,6.5,6.5,Handanovic
15,16ª,0,0.0,6.0,6.0,Handanovic
16,17ª,0,0.0,6.0,6.0,Handanovic
17,18ª,0,0.0,6.0,6.0,Handanovic
18,19ª,0,0.0,6.5,6.5,Handanovic
19,20ª,0,0.0,0.0,0.0,Handanovic
20,21ª,0,-1.0,5.0,4.0,Handanovic
21,22ª,0,0.0,7.5,7.5,Handanovic
22,23ª,0,-1.0,6.0,5.0,Handanovic
23,24ª,0,-2.0,5.5,3.5,Handanovic
24,25ª,0,-1.0,6.5,5.5,Handanovic
25,26ª,0,-2.0,5.5,3.5,Handanovic
26,27ª,0,0.0,6.0,6.0,Handanovic
27,28ª,0,0.0,6.5,6.5,Handanovic
28,29ª,0,-1.0,6.5,5.5,Handanovic
29,30ª,0,-1.0,6.5,5.5,Handanovic
30,31ª,0,0.0,6.0,6.0,Handanovic
